Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=0 and current mid bucket=24
Strategy: Calculated quotes: bid=0.23, ask=0.25 and best bid=0.23, best ask=0.25 should requote=true open orders=0 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=25, best bid=0.24, best ask=0.25 last mid bucket=Some(25)
Strategy: Price moved. Canceling orders for requote if open orders. Current open orders=1 and current mid bucket=29
Strategy: Price moved. Canceling orders for requote.
Strategy: Calculated quotes: bid=0.24, ask=0.32 and best bid=0.24, best ask=0.32 should requote=true open orders=1 yes_token=55998363602002924667053814952841858738004742857803945859381533344522326498583
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=1 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Exec: Canceled all orders
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Exec: Posted order: Object {"errorMsg": String(""), "makingAmount": String(""), "orderID": String("0xd06e953f167042221edd8ccf73cf53f012f02d73c42e1c800ee059f51471a7e1"), "status": String("live"), "success": Bool(true), "takingAmount": String("")}
Exec: Placed order successfully with ID: 0xd06e953f167042221edd8ccf73cf53f012f02d73c42e1c800ee059f51471a7e1
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Exec: Posted order: Object {"error": String("not enough balance / allowance")}
Exec: Order did not go through - no order ID returned. Response: Object {"error": String("not enough balance / allowance")}
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.32 last mid bucket=Some(29)
Strategy: Price not moved. Returning. Current open orders=0 and current mid bucket=29, best bid=0.25, best ask=0.31 last mid bucket=Some(29)
